CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_COMP	L_COMPSUBJ	L_COMPREST	L_MATRV2CC	L_MATRBE4S	L_MATRSUBJ	L_MATRS2V	DPCW	DPWC	SURPRISAL
214	ICE-GB	S2B-013	believe	present	obj	English	spoken	293	8	285	0	9	11	0	-0.0147990402	-0.1627182684	4.1919897296
215	ICLE	SPM07021	believe	present	obj	Spanish	written	118	45	73	0	0	1	6	-0.0147990402	-0.1627182684	4.1919897296
216	ICE-GB	W1B-022	believe	present	obj	English	written	61	10	51	0	0	1	0	-0.0147990402	-0.1627182684	4.1919897296
217	ICLE	GEBA1024	believe	absent	obj	German	written	165	16	149	0	0	1	0	-0.0147990402	-0.1627182684	4.1919897296
218	ICE-GB	S2B-032	believe	present	obj	English	spoken	118	31	87	0	0	1	0	-0.0147990402	-0.1627182684	4.1919897296
219	ICE-GB	S1B-056	believe	absent	obj	English	spoken	79	7	72	0	0	1	0	-0.0147990402	-0.1627182684	4.1919897296
220	ICE-GB	S2A-033	believe	present	obj	English	spoken	81	48	33	0	0	1	0	-0.0147990402	-0.1627182684	4.1919897296
221	ICLE	SPM02011	believe	absent	obj	Spanish	written	91	67	24	0	80	1	2	-0.0147990402	-0.1627182684	4.1919897296
222	ICLE	SPM06006	believe	present	obj	Spanish	written	71	33	38	0	17	4	0	-0.0147990402	-0.1627182684	4.1919897296
223	ICLE	SPM04038	believe	present	obj	Spanish	written	48	12	36	0	4	23	0	-0.0147990402	-0.1627182684	7.9468772318
224	ICE-GB	S1B-040	believe	absent	obj	English	spoken	67	5	62	0	0	1	12	-0.0147990402	-0.1627182684	6.2718825302
225	ICE-GB	S2B-020	believe	absent	obj	English	spoken	27	5	22	0	0	2	0	-0.0147990402	-0.1627182684	6.2718825302
226	ICE-GB	S2B-030	believe	absent	obj	English	spoken	45	5	40	0	0	1	0	-0.0147990402	-0.1627182684	6.2718825302
227	ICE-GB	W1B-024	believe	present	obj	English	written	97	5	92	0	2	2	0	-0.0147990402	-0.1627182684	6.2718825302
228	ICE-GB	W1B-016	believe	absent	obj	English	written	61	5	56	0	0	1	0	-0.0147990402	-0.1627182684	6.2718825302
229	ICE-GB	W1B-023	believe	absent	obj	English	written	85	5	80	0	2	1	0	-0.0147990402	-0.1627182684	6.2718825302
230	ICLE	GESA4010	believe	present	obj	German	written	95	5	90	0	0	1	6	-0.0147990402	-0.1627182684	6.2718825302
231	ICE-GB	S1B-035	believe	present	obj	English	spoken	34	5	29	0	0	1	0	-0.0147990402	-0.1627182684	6.2718825302
232	ICLE	SPM01012	believe	present	obj	Spanish	written	79	4	75	0	0	40	0	-0.0147990402	-0.1627182684	5.6514213482
233	ICE-GB	S1B-016	believe	absent	obj	English	spoken	138	4	134	0	0	4	0	-0.0147990402	-0.1627182684	5.6514213482
234	ICE-GB	W2C-007	believe	absent	obj	English	written	43	4	39	0	0	10	0	-0.0147990402	-0.1627182684	5.6514213482
235	ICE-GB	S1B-035	believe	present	obj	English	spoken	43	4	39	0	0	1	0	-0.0147990402	-0.1627182684	5.6514213482
236	ICLE	GESA5034	believe	present	obj	German	written	68	4	64	0	69	1	0	-0.0147990402	-0.1627182684	5.6514213482
237	ICLE	GESA3012	believe	absent	obj	German	written	13	4	9	0	9	1	9	-0.0147990402	-0.1627182684	5.6514213482
238	ICE-GB	S1B-034	believe	absent	obj	English	spoken	10	4	6	0	0	3	0	-0.0147990402	-0.1627182684	5.8594143905
239	ICE-GB	S1B-058	believe	absent	obj	English	spoken	21	10	11	0	0	1	0	-0.0147990402	-0.1627182684	5.8594143905
240	ICLE	GEBA1042	believe	present	obj	German	written	23	4	19	0	4	2	43	-0.0147990402	-0.1627182684	5.8594143905
241	ICE-GB	W1B-022	believe	absent	obj	English	written	75	4	71	0	0	1	0	-0.0147990402	-0.1627182684	5.8594143905
242	ICLE	GEAU3066	believe	present	obj	German	written	33	15	18	0	0	1	0	-0.0147990402	-0.1627182684	5.8594143905
243	LINDSEI	GE050	believe	present	obj	German	spoken	14	4	10	0	0	1	0	-0.0147990402	-0.1627182684	5.8594143905
244	ICE-GB	W2B-038	believe	absent	obj	English	written	40	4	36	0	14	1	0	-0.0147990402	-0.1627182684	5.8594143905
245	ICE-GB	W1B-029	believe	absent	obj	English	written	75	4	71	0	0	2	0	-0.0147990402	-0.1627182684	5.8594143905
246	ICLE	GESA4007	believe	present	obj	German	written	86	23	63	0	0	1	0	-0.0147990402	-0.1627182684	5.8594143905
247	ICE-GB	W2B-013	believe	present	obj	English	written	50	16	34	0	2	6	0	-0.0147990402	-0.1627182684	5.8594143905
248	ICE-GB	S1B-027	believe	absent	obj	English	spoken	114	2	112	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
249	ICE-GB	S1B-027	believe	present	obj	English	spoken	139	2	137	0	0	2	0	-0.0147990402	-0.1627182684	6.1348458225
250	ICE-GB	S1B-047	believe	present	obj	English	spoken	158	2	156	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
251	ICLE	GEAU3094	believe	present	obj	German	written	75	2	73	0	59	3	21	-0.0147990402	-0.1627182684	6.1348458225
252	ICE-GB	S2B-032	believe	absent	obj	English	spoken	58	2	56	0	14	1	0	-0.0147990402	-0.1627182684	6.1348458225
253	ICE-GB	S2A-043	believe	present	obj	English	spoken	82	2	80	0	0	2	0	-0.0147990402	-0.1627182684	6.1348458225
254	ICE-GB	S2B-047	believe	present	obj	English	spoken	64	2	62	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
255	ICLE	SPM04009	believe	absent	obj	Spanish	written	45	2	43	0	14	2	13	-0.0147990402	-0.1627182684	6.1348458225
256	ICE-GB	S2A-043	believe	present	obj	English	spoken	132	2	130	0	0	2	0	-0.0147990402	-0.1627182684	6.1348458225
257	ICE-GB	S1B-061	believe	absent	obj	English	spoken	38	2	36	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
258	ICE-GB	S2B-020	believe	absent	obj	English	spoken	26	2	24	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
259	ICE-GB	S1B-053	believe	absent	obj	English	spoken	47	2	45	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
260	ICLE	SPM04047	believe	present	obj	Spanish	written	77	2	75	0	0	2	0	-0.0147990402	-0.1627182684	6.1348458225
261	ICE-GB	W1B-030	believe	absent	obj	English	written	156	2	154	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
262	ICLE	SPM10012	believe	present	obj	Spanish	written	49	2	47	0	0	1	0	-0.0147990402	-0.1627182684	6.1348458225
263	ICE-GB	W2C-011	believe	present	obj	English	written	98	4	94	0	0	1	0	-0.0147990402	-0.1627182684	10.4994182548
264	ICE-GB	S1B-056	believe	absent	obj	English	spoken	203	2	201	0	0	1	0	-0.0147990402	-0.1627182684	10.4994182548
265	ICLE	SPM01016	believe	absent	obj	Spanish	written	41	5	36	0	0	4	0	-0.0147990402	-0.1627182684	11.4063088504
266	ICE-GB	S1A-041	believe	absent	obj	English	spoken	18	3	15	0	0	1	0	-0.0147990402	-0.1627182684	5.2439175216
267	ICE-GB	W1B-018	believe	present	obj	English	written	52	26	26	0	0	1	0	-0.0147990402	-0.1627182684	9.1209066315
268	ICE-GB	S1B-049	believe	present	obj	English	spoken	25	2	23	0	23	1	0	-0.0147990402	-0.1627182684	5.2935689276
269	ICLE	GEAU3061	believe	absent	obj	German	written	35	2	33	0	0	1	31	-0.0147990402	-0.1627182684	5.2935689276
270	ICE-GB	W2F-010	believe	absent	obj	English	written	32	1	31	0	0	11	0	-0.0147990402	-0.1627182684	7.1658133804
271	ICE-GB	W2F-017	believe	absent	obj	English	written	28	3	25	0	23	5	0	-0.0147990402	-0.1627182684	6.7446756816
272	ICE-GB	W2C-017	believe	absent	obj	English	written	105	12	93	0	0	2	0	-0.0147990402	-0.1627182684	4.3654618461
273	ICLE	GESA3018	believe	present	obj	German	written	64	7	57	0	0	6	4	-0.0147990402	-0.1627182684	4.3654618461
274	ICE-GB	S2B-029	believe	present	obj	English	spoken	56	5	51	0	0	2	0	-0.0147990402	-0.1627182684	7.7265283348
275	ICLE	GEAU3014	believe	present	obj	German	written	184	4	180	0	83	9	0	-0.0147990402	-0.1627182684	6.1780917101
276	ICE-GB	S2B-007	believe	absent	obj	English	spoken	154	17	137	0	0	8	0	-0.0147990402	-0.1627182684	6.937617765
277	ICE-GB	W2C-011	believe	present	obj	English	written	61	11	50	0	0	2	0	-0.0147990402	-0.1627182684	6.937617765
278	ICE-GB	S2B-001	claim	absent	obj	English	spoken	32	2	30	0	0	4	0	-0.0083995083	-0.3314398067	6.1057678938
279	ICE-GB	S2A-067	concede	present	obj	English	spoken	74	13	61	0	0	2	0	-0.0004369119	-0.2699150829	4.1568053496
280	ICE-GB	W2C-018	concede	absent	obj	English	written	106	25	81	0	0	8	0	-0.0004369119	-0.2699150829	4.1568053496
281	ICE-GB	S2B-031	conclude	present	obj	English	spoken	70	10	60	0	0	1	0	-0.0025252525	-0.52043707	4.3232342629
282	ICLE	SPM04031	conclude	present	obj	Spanish	written	65	20	45	0	191	2	4	-0.0025252525	-0.52043707	4.3232342629
283	ICLE	SPM04008	conclude	present	obj	Spanish	written	46	12	34	0	7	2	3	-0.0025252525	-0.52043707	4.3232342629
284	ICE-GB	W2B-001	conclude	present	obj	English	written	23	9	14	0	30	10	0	-0.0025252525	-0.52043707	5.0224897878
285	ICE-GB	S1B-055	confirm	present	obj	English	spoken	104	12	92	0	0	26	0	-0.0067660797	-0.4659454586	4.4055474936
286	ICLE	SPM10014	consider	present	obj	Spanish	written	52	12	40	0	11	1	0	-0.0053571616	-0.3589860273	4.7134619288
287	ICLE	GESA3018	consider	present	obj	German	written	132	7	125	0	0	2	0	-0.0053571616	-0.3589860273	4.7134619288
288	ICE-GB	S2A-007	consider	absent	obj	English	spoken	87	2	85	0	0	3	0	-0.0053571616	-0.3589860273	10.0019435405
289	ICLE	SPM05010	consider	present	obj	Spanish	written	62	2	60	0	0	2	0	-0.0053571616	-0.3589860273	5.0057054593
290	ICE-GB	W1B-016	consider	absent	obj	English	written	97	2	95	0	0	1	0	-0.0053571616	-0.3589860273	5.0057054593
291	ICE-GB	W1B-007	consider	absent	obj	English	written	35	2	33	0	0	3	0	-0.0053571616	-0.3589860273	5.0057054593
292	ICE-GB	S1A-083	consider	present	obj	English	spoken	75	2	73	0	0	4	0	-0.0053571616	-0.3589860273	5.0057054593
293	ICE-GB	S2A-048	consider	absent	obj	English	spoken	74	2	72	0	0	1	0	-0.0053571616	-0.3589860273	5.0057054593
294	ICE-GB	S1B-062	consider	present	obj	English	spoken	177	3	174	0	4	3	0	-0.0053571616	-0.3589860273	11.5869060413
295	ICE-GB	S2A-063	consider	present	obj	English	spoken	31	10	21	0	0	1	0	-0.0053571616	-0.3589860273	4.0555245808
296	ICLE	SPM01015	consider	present	obj	Spanish	written	148	44	104	0	0	2	7	-0.0053571616	-0.3589860273	2.082583593
297	ICLE	SPM03039	consider	present	obj	Spanish	written	79	54	25	0	0	2	0	-0.0053571616	-0.3589860273	2.082583593
298	ICE-GB	W1B-027	consider	present	obj	English	written	99	11	88	0	0	2	0	-0.0053571616	-0.3589860273	2.082583593
299	ICLE	SPM05001	consider	present	obj	Spanish	written	41	12	29	0	0	41	0	-0.0053571616	-0.3589860273	2.082583593
300	ICLE	SPM10002	consider	present	obj	Spanish	written	67	41	26	0	0	1	0	-0.0053571616	-0.3589860273	2.082583593
301	ICLE	SPM10010	consider	present	obj	Spanish	written	105	20	85	0	107	2	6	-0.0053571616	-0.3589860273	2.082583593
302	ICLE	SPM03028	consider	present	obj	Spanish	written	34	5	29	0	0	2	0	-0.0053571616	-0.3589860273	10.7795511192
303	ICLE	SPM10010	consider	absent	obj	Spanish	written	9	4	5	0	0	4	0	-0.0053571616	-0.3589860273	10.0019435405
304	ICE-GB	W2D-015	consider	absent	obj	English	written	88	4	84	0	0	14	0	-0.0053571616	-0.3589860273	10.0019435405
305	ICE-GB	W2B-020	consider	present	obj	English	written	89	4	85	0	9	4	0	-0.0053571616	-0.3589860273	10.0019435405
306	ICE-GB	S2A-032	consider	present	obj	English	spoken	284	66	218	0	0	2	0	-0.0053571616	-0.3589860273	3.9460177073
307	ICE-GB	S2B-045	decide	present	obj	English	spoken	123	31	92	0	12	21	0	-0.0030403831	-0.1480197971	8.5296526431
308	ICE-GB	S1B-051	decide	absent	obj	English	spoken	115	2	113	0	2	8	0	-0.0030403831	-0.1480197971	6.2781138761
309	ICE-GB	W2F-008	decide	absent	obj	English	written	27	2	25	0	0	2	0	-0.0030403831	-0.1480197971	6.2781138761
310	ICE-GB	W2C-020	decide	absent	obj	English	written	61	2	59	0	0	70	0	-0.0030403831	-0.1480197971	6.2781138761
311	ICLE	GEAU3003	decide	absent	obj	German	written	21	2	19	0	0	1	0	-0.0030403831	-0.1480197971	6.2781138761
312	ICE-GB	W1B-014	decide	absent	obj	English	written	57	2	55	0	13	2	0	-0.0030403831	-0.1480197971	5.4831782133
313	ICE-GB	S2B-009	decide	absent	obj	English	spoken	30	2	28	0	0	1	0	-0.0030403831	-0.1480197971	5.4831782133
314	ICE-GB	S1B-077	decide	absent	obj	English	spoken	148	2	146	0	0	2	0	-0.0030403831	-0.1480197971	5.4831782133
315	ICLE	GEAU3008	decide	absent	obj	German	written	62	2	60	0	0	1	0	-0.0030403831	-0.1480197971	5.4831782133
316	ICE-GB	W2B-005	decide	present	obj	English	written	64	2	62	0	4	2	0	-0.0030403831	-0.1480197971	5.4831782133
317	ICE-GB	W1B-025	decide	present	obj	English	written	56	2	54	0	0	28	7	-0.0030403831	-0.1480197971	5.4831782133
318	ICE-GB	S1B-030	decide	absent	obj	English	spoken	21	9	12	0	0	4	0	-0.0030403831	-0.1480197971	6.0031068286
319	ICE-GB	S2B-009	decide	present	obj	English	spoken	64	41	23	0	0	2	0	-0.0030403831	-0.1480197971	6.0031068286
320	ICE-GB	S1B-030	decide	absent	obj	English	spoken	20	9	11	0	0	4	0	-0.0030403831	-0.1480197971	6.0031068286
321	ICLE	GEAU3014	decide	present	obj	German	written	73	38	35	0	0	8	0	-0.0030403831	-0.1480197971	6.0031068286
322	ICE-GB	W2B-020	decide	present	obj	English	written	89	19	70	0	0	14	0	-0.0030403831	-0.1480197971	6.0031068286
323	ICE-GB	W2B-034	decide	present	obj	English	written	69	7	62	0	0	2	0	-0.0030403831	-0.1480197971	6.0031068286
324	ICE-GB	S1A-070	decide	present	obj	English	spoken	47	5	42	0	0	19	0	-0.0030403831	-0.1480197971	8.1146151438
325	ICE-GB	S2A-003	decide	present	obj	English	spoken	51	4	47	0	0	7	0	-0.0030403831	-0.1480197971	7.0271523026
326	ICE-GB	S1A-082	decide	present	obj	English	spoken	39	4	35	0	4	1	0	-0.0030403831	-0.1480197971	8.3072602218
327	ICE-GB	W2A-004	declare	present	obj	English	written	124	12	112	0	17	2	0	-0.0016995381	-0.4202306292	3.3226690542
328	ICLE	SPM03009	deduce	present	obj	Spanish	written	86	14	72	0	0	2	3	-0.0008417508	-0.5200161747	2.8090710048
329	ICE-GB	W2C-008	demonstrate	present	obj	English	written	65	4	61	0	0	4	0	-0.0039983165	-0.5208059127	8.9779221729
330	ICLE	SPM04012	demonstrate	present	obj	Spanish	written	112	4	108	0	0	4	9	-0.0039983165	-0.5208059127	8.9779221729
331	ICLE	SPM01016	demonstrate	present	obj	Spanish	written	35	2	33	0	0	5	7	-0.0039983165	-0.5208059127	10.2998502678
332	ICLE	GESA3003	demonstrate	present	obj	German	written	66	2	64	0	0	8	0	-0.0039983165	-0.5208059127	10.2998502678
333	ICE-GB	W2C-019	deny	present	obj	English	written	34	12	22	0	0	2	0	-0.0050505051	-0.5210696921	3.037717217
334	ICLE	GESA5022	deny	present	obj	German	written	81	5	76	0	0	2	9	-0.0050505051	-0.5210696921	7.2381443068
335	ICLE	GEAU1038	deny	present	obj	German	written	46	5	41	0	0	6	3	-0.0050505051	-0.5210696921	6.6002726625
336	ICLE	GEBA1026	deny	present	obj	German	written	30	2	28	0	0	6	0	-0.0050505051	-0.5210696921	3.4573147086
337	ICLE	SPM10010	deny	present	obj	Spanish	written	36	3	33	0	46	2	10	-0.0050505051	-0.5210696921	3.4573147086
338	ICLE	GEAU3082	deny	present	obj	German	written	185	150	35	0	0	3	0	-0.0050505051	-0.5210696921	2.5305991347
339	LINDSEI	SP011	discover	present	obj	Spanish	spoken	42	3	39	0	0	3	0	-0.0032527845	-0.2983979014	6.6381759274
340	ICLE	GEAU1086	discover	present	obj	German	written	165	40	125	0	0	3	4	-0.0032527845	-0.2983979014	3.6057544498
341	ICE-GB	S2A-020	discover	present	obj	English	spoken	52	5	47	0	0	2	0	-0.0032527845	-0.2983979014	7.8245890517
342	ICE-GB	S2B-032	discover	present	obj	English	spoken	66	5	61	0	75	1	0	-0.0032527845	-0.2983979014	7.8245890517
343	ICE-GB	S2A-027	discover	present	obj	English	spoken	58	4	54	0	0	19	0	-0.0032527845	-0.2983979014	7.2563052921
344	ICLE	GEAU3066	doubt	absent	obj	German	written	7	2	5	0	0	1	0	-0.0002745836	-0.0754301383	4.6801037372
345	ICLE	GEAU3064	doubt	present	obj	German	written	73	2	71	0	6	1	0	-0.0002745836	-0.0754301383	4.6801037372
346	LINDSEI	GE048	doubt	present	obj	German	spoken	10	4	6	0	0	3	0	-0.0002745836	-0.0754301383	2.4112284528
347	ICLE	GEAU3066	doubt	present	obj	German	written	53	36	17	0	19	1	4	-0.0002745836	-0.0754301383	4.4481280356
348	ICE-GB	W1B-023	ensure	present	obj	English	written	35	15	20	0	0	1	0	-0.0038359882	-0.3957658023	3.69378185
349	ICE-GB	S1B-054	ensure	present	obj	English	spoken	40	26	14	0	0	1	0	-0.0038359882	-0.3957658023	3.69378185
350	ICE-GB	S2B-031	ensure	present	obj	English	spoken	78	18	60	0	0	14	0	-0.0038359882	-0.3957658023	3.69378185
351	ICE-GB	W2D-017	ensure	present	obj	English	written	39	8	31	0	0	4	0	-0.0038359882	-0.3957658023	3.69378185
352	ICE-GB	W2D-017	ensure	absent	obj	English	written	57	17	40	0	0	41	0	-0.0038359882	-0.3957658023	3.69378185
353	ICE-GB	W2E-002	ensure	present	obj	English	written	49	19	30	0	0	4	0	-0.0038359882	-0.3957658023	3.69378185
354	ICE-GB	W2D-007	ensure	present	obj	English	written	84	29	55	0	42	8	9	-0.0038359882	-0.3957658023	3.69378185
355	ICE-GB	W2D-016	ensure	present	obj	English	written	78	16	62	0	0	9	0	-0.0038359882	-0.3957658023	3.69378185
356	ICE-GB	W1B-022	envisage	present	obj	English	written	96	21	75	0	0	1	0	-0.0004208754	-0.5199110572	2.9138950067
357	ICE-GB	S2B-037	expect	present	obj	English	spoken	88	7	81	0	0	3	10	5.01E-05	0.0065223299	3.8044431577
358	ICE-GB	S1A-098	expect	absent	obj	English	spoken	33	5	28	0	0	1	0	5.01E-05	0.0065223299	7.743042613
359	ICE-GB	S1A-006	expect	absent	obj	English	spoken	40	5	35	0	0	1	0	5.01E-05	0.0065223299	7.743042613
360	ICLE	SPM03049	expect	present	obj	Spanish	written	59	4	55	0	17	13	0	5.01E-05	0.0065223299	6.8155551128
361	ICE-GB	S1A-083	expect	absent	obj	English	spoken	18	4	14	0	0	1	0	5.01E-05	0.0065223299	6.8155551128
362	ICLE	SPM04030	expect	absent	obj	Spanish	written	51	3	48	0	45	3	0	5.01E-05	0.0065223299	4.5055748712
363	ICE-GB	W1B-013	expect	absent	obj	English	written	60	3	57	0	0	1	0	5.01E-05	0.0065223299	4.5055748712
364	ICE-GB	S1A-055	expect	absent	obj	English	spoken	35	3	32	0	0	1	0	5.01E-05	0.0065223299	4.5055748712
365	LINDSEI	GE035	expect	present	obj	German	spoken	16	3	13	0	22	4	0	5.01E-05	0.0065223299	4.5055748712
366	ICLE	GEAU3052	fear	present	obj	German	written	48	13	35	0	0	3	0	6.61E-05	0.0096223123	8.6973131916
367	ICLE	GEAU1078	fear	present	obj	German	written	28	4	24	0	0	2	0	6.61E-05	0.0096223123	7.1764810283
368	ICLE	GEAU3073	fear	absent	obj	German	written	93	2	91	0	10	1	0	6.61E-05	0.0096223123	8.1334123064
369	ICLE	SPM06008	fear	absent	obj	Spanish	written	14	2	12	0	34	1	0	6.61E-05	0.0096223123	8.1334123064
370	ICE-GB	S2B-044	feel	present	obj	English	spoken	170	11	159	0	0	3	0	-0.0062712401	-0.1041770444	5.1137389586
371	ICE-GB	S1A-003	feel	present	obj	English	spoken	88	1	87	0	10	1	0	-0.0062712401	-0.1041770444	5.6002774039
372	ICE-GB	S1B-008	feel	absent	obj	English	spoken	86	1	85	0	0	1	0	-0.0062712401	-0.1041770444	5.6002774039
373	ICE-GB	S1B-008	feel	present	obj	English	spoken	134	1	133	0	0	1	0	-0.0062712401	-0.1041770444	5.6002774039
374	ICE-GB	S1B-046	feel	absent	obj	English	spoken	80	1	79	0	0	1	0	-0.0062712401	-0.1041770444	5.6002774039
375	ICE-GB	S1B-078	feel	present	obj	English	spoken	93	1	92	0	0	1	0	-0.0062712401	-0.1041770444	5.6002774039
376	ICE-GB	W1B-016	feel	present	obj	English	written	37	1	36	0	181	1	0	-0.0062712401	-0.1041770444	5.6002774039
377	ICLE	GEAU3008	feel	present	obj	German	written	75	1	74	0	21	1	0	-0.0062712401	-0.1041770444	5.6002774039
378	ICE-GB	S1A-059	feel	absent	obj	English	spoken	73	1	72	0	0	1	0	-0.0062712401	-0.1041770444	5.6002774039
379	ICE-GB	S1A-060	feel	present	obj	English	spoken	154	1	153	0	0	1	0	-0.0062712401	-0.1041770444	5.6002774039
380	ICE-GB	S1A-075	feel	absent	obj	English	spoken	13	1	12	0	0	1	0	-0.0062712401	-0.1041770444	5.6002774039
381	ICE-GB	S1B-030	feel	absent	obj	English	spoken	82	1	81	0	0	3	0	-0.0062712401	-0.1041770444	5.6002774039
382	ICE-GB	S1A-062	feel	present	obj	English	spoken	123	5	118	0	0	1	0	-0.0062712401	-0.1041770444	8.1342559759
383	ICE-GB	W1B-015	feel	present	obj	English	written	104	2	102	0	0	1	0	-0.0062712401	-0.1041770444	8.1342559759
384	ICE-GB	S2B-007	feel	present	obj	English	spoken	9	2	7	0	0	3	0	-0.0062712401	-0.1041770444	4.9676744176
385	ICE-GB	W1B-020	feel	absent	obj	English	written	17	2	15	0	0	4	0	-0.0062712401	-0.1041770444	4.9676744176
386	ICLE	GEBA1002	feel	present	obj	German	written	112	2	110	0	9	1	0	-0.0062712401	-0.1041770444	4.9676744176
387	ICE-GB	W2E-007	feel	absent	obj	English	written	33	2	31	0	0	12	0	-0.0062712401	-0.1041770444	4.9676744176
388	LINDSEI	GE050	feel	absent	obj	German	spoken	11	2	9	0	0	1	0	-0.0062712401	-0.1041770444	4.9676744176
389	ICE-GB	W1B-016	feel	absent	obj	English	written	95	2	93	0	3	1	0	-0.0062712401	-0.1041770444	4.9676744176
390	ICE-GB	W2F-009	feel	absent	obj	English	written	26	3	23	0	0	7	8	-0.0062712401	-0.1041770444	8.4712909632
391	ICE-GB	W2B-023	feel	present	obj	English	written	79	20	59	0	0	11	0	-0.0062712401	-0.1041770444	4.0789735404
392	ICLE	GEBA1053	feel	present	obj	German	written	19	11	8	0	0	1	0	-0.0062712401	-0.1041770444	4.0789735404
393	ICE-GB	W2B-017	feel	present	obj	English	written	17	7	10	0	4	19	0	-0.0062712401	-0.1041770444	4.0789735404
394	ICE-GB	S2B-032	feel	absent	obj	English	spoken	58	17	41	0	0	1	0	-0.0062712401	-0.1041770444	4.0789735404
395	ICE-GB	S1B-030	feel	present	obj	English	spoken	246	108	138	0	0	3	0	-0.0062712401	-0.1041770444	4.0789735404
396	ICLE	GEBA1009	feel	present	sub	German	written	81	41	40	0	0	6	0	-0.0062712401	-0.1041770444	4.0789735404
397	ICE-GB	S2B-042	feel	present	obj	English	spoken	121	28	93	0	0	10	0	-0.0062712401	-0.1041770444	4.0789735404
398	ICE-GB	W1B-012	feel	absent	obj	English	written	55	12	43	0	0	5	2	-0.0062712401	-0.1041770444	4.0789735404
399	ICE-GB	S1A-059	feel	absent	obj	English	spoken	62	5	57	0	5	3	0	-0.0062712401	-0.1041770444	7.9378587631
400	ICE-GB	S1B-030	feel	absent	obj	English	spoken	35	5	30	0	0	2	0	-0.0062712401	-0.1041770444	7.9378587631
401	ICE-GB	S1B-078	feel	absent	obj	English	spoken	97	4	93	0	0	12	0	-0.0062712401	-0.1041770444	5.8800146886
402	ICLE	SPM05018	feel	present	obj	Spanish	written	41	4	37	0	0	15	0	-0.0062712401	-0.1041770444	5.8800146886
403	ICE-GB	S2B-013	feel	present	obj	English	spoken	200	4	196	0	0	12	0	-0.0062712401	-0.1041770444	5.8800146886
404	ICE-GB	S1B-050	feel	present	obj	English	spoken	59	4	55	0	0	130	0	-0.0062712401	-0.1041770444	5.8800146886
405	ICLE	SPM07011	feel	present	obj	Spanish	written	29	4	25	0	0	6	0	-0.0062712401	-0.1041770444	5.8800146886
406	ICE-GB	W2B-021	feel	absent	obj	English	written	33	4	29	0	13	1	0	-0.0062712401	-0.1041770444	5.8800146886
407	LINDSEI	GE007	feel	present	obj	German	spoken	37	4	33	0	19	1	0	-0.0062712401	-0.1041770444	5.8800146886
408	ICLE	SPM02006	feel	absent	obj	Spanish	written	22	4	18	0	0	4	0	-0.0062712401	-0.1041770444	5.8800146886
