CASE	DURATION	POSINTURN	SEX	CLASS	LENGTH	VOWELS	SURPRISAL	FREQ
729	200	2	male	closed	3	one	5	15
730	342	4	male	open	9	two+	9	11
731	178	5	male	closed	2	one	4	13
732	164	6	male	closed	2	one	4	18
733	144	7	male	open	3	one	10	11
734	156	8	male	closed	3	one	5	17
735	181	9	male	open	3	two+	10	11
736	171	10	male	open	2	two+	11	12
737	106	2	female	closed	3	one	6	14
738	170	3	female	closed	3	one	3	16
739	263	4	female	open	4	two+	9	11
740	176	5	female	closed	2	one	2	18
741	212	6	female	closed	3	one	8	17
742	146	8	female	closed	2	one	2	18
743	382	9	female	number	4	one	6	13
744	82	1	female	closed	1	one	5	18
745	91	2	female	closed	3	one	5	15
746	52	3	female	closed	2	one	1	16
747	102	4	female	closed	2	one	5	16
748	18	5	female	closed	2	two+	4	17
749	166	6	female	closed	2	one	6	16
750	589	7	female	open	5	two+	10	8
751	51	8	female	closed	1	one	5	18
752	89	9	female	closed	3	two+	5	15
753	58	10	female	closed	2	one	1	16
754	104	1	male	closed	1	one	5	18
755	95	2	male	closed	3	one	5	15
756	255	4	male	open	2	two+	3	15
757	111	1	female	closed	1	one	5	18
758	106	2	female	closed	3	one	5	15
759	162	4	female	open	2	one	3	15
760	168	5	female	closed	2	one	4	18
761	209	6	female	open	3	two+	7	14
762	292	7	female	closed	3	one	4	14
763	226	9	female	closed	2	two+	6	16
764	353	10	female	open	3	two+	14	9
765	161	1	female	closed	1	one	5	18
766	109	2	female	closed	3	one	5	15
767	306	3	female	closed	3	one	6	15
768	239	4	female	open	3	two+	10	13
769	174	5	female	closed	3	two+	6	16
770	152	6	female	closed	2	two+	6	15
771	91	8	female	closed	2	one	9	17
772	148	9	female	closed	2	two+	8	14
773	1034	10	female	open	5	two+	10	7
774	124	1	female	closed	1	one	5	18
775	66	2	female	closed	2	two+	3	16
776	73	3	female	closed	2	one	1	16
777	148	4	female	closed	2	one	5	16
778	100	6	female	closed	2	two+	5	17
779	134	7	female	closed	2	one	2	18
780	353	8	female	open	5	one	8	12
781	238	10	female	open	2	one	3	15
782	88	1	male	closed	1	one	5	18
783	49	2	male	closed	2	two+	3	16
784	45	3	male	closed	2	one	1	16
785	53	4	male	open	2	one	3	15
786	155	5	male	closed	2	one	5	14
787	57	6	male	closed	2	two+	4	17
788	85	7	male	open	3	two+	6	14
789	42	8	male	closed	1	one	3	17
790	250	9	male	open	4	two+	13	7
791	241	10	male	closed	2	one	5	15
792	162	1	male	closed	1	one	5	18
793	44	2	male	closed	2	two+	3	16
794	61	3	male	closed	2	one	1	16
795	117	4	male	open	2	two+	3	15
796	147	5	male	closed	4	two+	6	12
797	193	6	male	closed	2	one	5	15
798	183	8	male	open	4	two+	5	15
799	445	9	male	open	7	one	11	7
800	232	10	male	open	3	two+	7	15
801	106	2	female	closed	2	two+	3	16
802	100	3	female	closed	2	one	1	16
803	162	4	female	open	2	one	3	15
804	200	5	female	closed	4	one	6	12
805	182	6	female	closed	2	one	4	16
806	175	7	female	closed	1	one	4	15
807	207	8	female	closed	3	one	8	13
808	189	9	female	closed	1	one	10	15
809	331	10	female	closed	3	one	4	15
810	65	2	female	closed	2	one	3	16
811	39	3	female	closed	2	one	1	16
812	134	4	female	open	4	two+	4	15
813	400	5	female	propname	7	one	12	8
814	125	6	female	closed	3	two+	7	15
815	61	8	female	closed	2	one	1	17
816	198	9	female	open	4	two+	8	11
817	670	10	female	open	6	one	11	13
818	180	6	female	closed	2	two+	4	16
819	189	7	female	closed	1	one	3	15
820	374	9	female	closed	4	one	0	15
821	215	10	female	open	2	two+	8	14
822	88	1	male	closed	1	one	5	18
823	78	2	male	closed	2	two+	7	10
824	105	3	male	closed	2	two+	0	12
825	116	4	male	closed	2	two+	1	15
826	120	5	male	closed	2	one	5	18
827	93	7	male	closed	2	one	0	16
828	87	9	male	closed	3	one	8	13
829	254	10	male	open	3	two+	6	10
830	378	1	male	closed	1	one	5	18
831	239	2	male	unclear	1	one	9	16
832	110	3	male	closed	1	one	4	18
833	72	4	male	closed	1	one	4	14
834	93	7	male	open	3	one	8	10
835	221	9	male	open	2	two+	8	10
836	233	10	male	open	2	two+	6	14
837	105	1	male	closed	1	one	5	18
838	185	4	male	closed	2	two+	3	17
839	400	6	male	open	4	one	6	8
840	147	7	male	closed	3	one	3	17
841	117	8	male	open	3	one	4	15
842	111	9	male	closed	1	one	3	18
843	567	10	male	open	4	two+	14	9
844	152	1	male	closed	1	one	5	18
845	140	2	male	closed	3	one	5	16
846	132	3	male	closed	2	one	5	17
847	126	4	male	unclear	1	one	8	16
848	155	5	male	closed	1	one	4	18
849	83	6	male	closed	3	two+	5	16
850	98	8	male	closed	2	one	6	17
851	378	10	male	open	5	one	13	7
852	133	1	female	closed	1	one	5	18
853	211	2	female	open	4	two+	6	15
854	61	3	female	closed	1	one	6	18
855	85	4	female	closed	1	one	4	15
856	271	5	female	open	4	two+	6	13
857	209	6	female	open	4	two+	5	15
858	163	7	female	closed	3	one	8	15
859	366	8	female	open	5	two+	11	11
860	274	9	female	open	4	two+	11	10
861	307	10	female	closed	5	one	10	12
862	171	1	female	closed	1	one	5	18
863	290	2	female	open	4	two+	6	15
864	265	3	female	open	5	two+	13	6
865	163	4	female	closed	3	one	6	16
866	247	5	female	closed	3	one	11	13
867	172	6	female	closed	2	one	5	16
868	119	8	female	closed	1	one	3	17
869	377	9	female	open	4	two+	5	13
870	622	10	female	open	3	two+	10	10
871	81	1	male	closed	1	one	5	18
872	188	2	male	open	4	one	6	15
873	278	3	male	open	2	one	10	11
874	464	4	male	closed	7	one	8	12
875	195	5	male	open	3	two+	8	14
876	111	6	male	closed	2	one	2	17
877	206	7	male	closed	2	one	6	16
878	277	9	male	closed	2	one	5	16
879	178	10	male	closed	2	one	1	18
880	75	1	male	closed	1	one	5	18
881	432	4	male	closed	6	one	7	13
882	157	5	male	closed	3	two+	7	15
883	82	6	male	closed	1	one	3	17
884	179	7	male	open	4	one	5	13
885	138	8	male	open	3	two+	2	13
886	700	10	male	open	4	two+	12	9
887	312	2	female	open	2	one	5	15
888	125	3	female	closed	3	two+	4	17
889	91	4	female	closed	1	one	2	17
890	98	5	female	closed	2	one	7	13
891	124	7	female	closed	3	one	5	15
892	68	8	female	closed	2	one	1	16
893	256	9	female	open	3	two+	8	12
894	151	10	female	closed	2	one	2	18
895	73	1	female	closed	1	one	5	18
896	132	2	female	open	2	two+	5	15
897	111	4	female	closed	2	one	4	16
898	140	5	female	closed	3	one	5	14
899	154	6	female	closed	3	one	3	16
900	357	7	female	open	4	two+	9	11
901	306	8	female	closed	2	one	3	14
902	228	9	female	open	4	two+	9	13
903	738	10	female	open	5	two+	7	8
904	92	1	male	closed	1	one	5	18
905	161	2	male	open	2	two+	5	15
906	140	3	male	closed	2	one	8	14
907	194	4	male	open	3	two+	6	11
908	169	5	male	open	3	two+	5	14
909	194	7	male	closed	3	one	5	15
910	84	8	male	closed	2	one	1	16
911	284	9	male	open	3	two+	5	15
912	186	10	male	closed	2	one	4	17
913	202	2	female	open	3	two+	3	14
914	459	3	female	propname	7	one	12	9
915	70	4	female	closed	1	one	7	15
916	219	5	female	open	5	two+	8	12
917	99	6	female	closed	1	one	3	17
918	289	7	female	open	6	two+	11	9
919	194	8	female	open	3	two+	9	10
920	270	10	female	open	2	one	11	14
921	137	1	female	closed	1	one	5	18
922	155	2	female	open	4	one	9	13
923	361	3	female	open	7	one	12	10
924	96	4	female	closed	2	one	3	17
925	121	7	female	closed	3	two+	4	16
926	265	8	female	open	5	one	10	9
927	127	1	male	closed	1	one	5	18
928	405	2	male	open	4	two+	8	14
929	193	3	male	open	3	two+	11	10
930	33	5	male	closed	2	one	5	16
931	139	6	male	closed	3	two+	5	15
932	141	9	male	closed	3	two+	4	17
933	227	10	male	open	2	two+	10	12
934	145	1	female	closed	1	one	5	18
935	143	2	female	open	3	one	5	14
936	131	3	female	closed	1	one	4	15
937	198	5	female	closed	2	two+	4	14
938	179	6	female	open	4	two+	7	13
939	384	7	female	open	5	one	8	12
940	311	8	female	closed	4	one	0	15
941	360	9	female	closed	2	one	6	18
942	723	10	female	open	7	one	13	10
943	155	2	male	open	3	two+	5	14
944	65	3	male	closed	2	one	4	17
945	45	4	male	closed	1	one	1	17
946	96	5	male	closed	1	one	3	17
947	142	6	male	open	3	two+	5	14
948	168	7	male	open	3	two+	12	10
949	191	8	male	closed	2	two+	0	17
950	275	9	male	open	4	one	10	9
951	270	10	male	closed	3	one	6	17
952	280	1	male	closed	1	one	5	18
953	256	2	male	open	3	two+	13	11
954	183	3	male	closed	2	two+	2	15
955	186	4	male	closed	2	one	4	18
956	120	5	male	closed	3	one	9	17
957	87	6	male	closed	1	one	3	18
958	295	7	male	open	3	two+	7	15
959	470	5	female	open	5	two+	10	5
960	83	7	female	closed	2	one	6	13
961	215	10	female	open	2	two+	8	14
962	215	1	female	closed	1	one	5	18
963	239	2	female	open	4	two+	3	15
964	232	3	female	unclear	3	one	7	15
965	132	4	female	closed	2	one	7	16
966	176	6	female	closed	3	one	5	17
967	379	7	female	propname	5	one	16	5
968	230	9	female	open	3	one	13	10
969	329	10	female	open	4	one	10	13
970	238	1	female	closed	1	one	5	18
971	346	2	female	open	4	one	3	15
972	80	4	female	closed	1	one	2	17
973	543	6	female	open	3	two+	10	11
974	242	7	female	closed	3	two+	5	17
975	352	9	female	open	3	two+	11	8
976	712	10	female	closed	2	one	7	16
977	179	1	female	closed	1	one	5	18
978	118	2	female	open	4	two+	3	15
979	65	3	female	open	2	two+	5	15
980	309	6	female	open	3	one	9	14
981	52	8	female	closed	2	one	3	18
982	179	9	female	open	4	two+	11	9
983	290	10	female	open	4	one	8	12
984	115	1	female	closed	1	one	5	18
985	131	3	female	closed	1	one	3	18
986	241	4	female	closed	3	one	8	13
987	265	6	female	closed	6	one	9	10
988	101	9	female	closed	2	one	0	17
989	112	1	female	closed	1	one	5	18
990	182	3	female	closed	1	one	7	18
991	466	4	female	open	4	two+	6	14
992	186	5	female	closed	3	one	5	14
993	363	7	female	closed	3	one	5	17
994	101	8	female	closed	1	one	7	17
995	222	10	female	open	3	two+	8	13
996	149	2	female	closed	3	two+	4	16
997	257	3	female	open	4	two+	10	9
998	166	6	female	closed	3	one	1	15
999	311	7	female	open	5	two+	15	2
1000	269	8	female	open	2	two+	2	12
1001	152	9	female	closed	3	one	6	17
1002	84	1	female	closed	1	one	5	18
1003	158	2	female	closed	3	one	4	16
1004	150	3	female	closed	2	two+	4	16
1005	371	4	female	open	6	two+	12	9
1006	119	5	female	closed	3	one	8	13
1007	127	6	female	closed	1	one	2	18
1008	144	7	female	closed	3	one	4	16
1009	368	8	female	open	5	one	10	9
1010	87	9	female	closed	3	two+	5	14
1011	417	10	female	closed	3	two+	6	14
1012	85	2	male	closed	2	one	8	12
1013	157	3	male	closed	2	one	0	16
1014	77	7	male	closed	1	one	5	18
1015	70	1	male	closed	1	one	5	18
1016	152	2	male	open	5	one	8	10
1017	110	3	male	closed	2	two+	1	15
1018	114	4	male	closed	2	one	3	16
1019	52	5	male	closed	1	one	4	15
1020	128	6	male	open	3	two+	1	15
1021	165	7	male	closed	3	one	5	13
1022	208	9	male	open	2	one	3	16
1023	146	2	male	open	5	two+	8	10
1024	183	3	male	closed	4	one	3	12
1025	105	6	male	closed	2	one	2	15
1026	414	7	male	open	5	two+	11	8
1027	757	9	male	propname	8	one	14	4
1028	165	10	male	closed	1	one	4	15
1029	144	1	male	closed	1	one	5	18
1030	222	2	male	closed	3	one	5	15
1031	135	3	male	closed	1	one	6	18
1032	121	4	male	closed	3	one	5	15
1033	448	5	male	open	7	two+	11	8
1034	102	6	male	closed	3	two+	1	17
1035	494	9	male	open	9	two+	13	5
1036	421	10	male	open	5	two+	3	6
1037	61	1	male	closed	1	one	5	18
1038	73	3	male	closed	2	one	2	16
1039	115	4	male	open	3	one	5	15
1040	54	5	male	closed	2	one	3	17
1041	155	6	male	open	2	two+	5	14
1042	102	8	male	closed	2	one	4	16
1043	14	9	male	closed	1	one	2	15
1044	266	10	male	closed	4	one	4	13
1045	250	1	male	propname	3	one	14	8
1046	170	2	male	open	3	two+	7	10
1047	72	3	male	closed	2	one	2	18
1048	351	5	male	open	6	two+	16	3
1049	237	6	male	open	4	two+	2	9
1050	137	7	male	closed	3	two+	5	17
1051	46	8	male	closed	2	one	4	18
1052	192	9	male	open	3	two+	14	8
1053	327	10	male	closed	6	one	4	10
1054	154	1	male	closed	2	two+	7	15
1055	103	2	male	closed	2	two+	4	16
1056	197	3	male	open	5	two+	8	9
1057	132	4	male	closed	2	two+	3	16
1058	139	6	male	closed	3	one	8	17
1059	308	7	male	open	3	two+	14	9
1060	241	8	male	open	5	two+	6	10
1061	148	9	male	closed	2	one	8	16
1062	144	1	female	closed	2	two+	7	15
1063	146	2	female	closed	2	two+	1	18
1064	272	5	female	number	3	one	5	15
1065	339	6	female	open	3	two+	13	7
1066	125	7	female	closed	3	two+	3	17
1067	122	8	female	closed	2	one	4	18
1068	93	1	male	closed	2	one	6	17
1069	64	2	male	closed	2	two+	6	12
1070	151	3	male	closed	2	one	1	17
1071	208	4	male	closed	1	one	10	15
1072	84	5	male	closed	2	one	7	18
1073	211	6	male	open	2	two+	13	8
1074	142	7	male	closed	2	one	8	16
1075	44	8	male	closed	1	one	5	14
1076	182	9	male	closed	2	one	4	16
1077	145	10	male	closed	2	two+	4	17
1078	169	1	male	closed	2	one	5	17
1079	56	2	male	closed	1	one	1	17
1080	53	4	male	closed	1	one	1	17
1081	72	5	male	closed	1	one	3	17
1082	279	6	male	open	7	two+	8	11
1083	106	7	male	closed	2	two+	2	17
1084	450	8	male	open	7	two+	11	10
1085	178	9	male	closed	3	one	4	17
1086	418	10	male	open	7	one	14	8
1087	48	2	female	closed	1	one	1	17
1088	484	3	female	propname	6	one	13	10
1089	94	4	female	closed	2	two+	6	17
1090	252	5	female	closed	3	one	3	16
1091	101	6	female	closed	2	one	4	17
1092	29	7	female	closed	1	one	1	17
1093	135	8	female	closed	3	one	4	15
1094	199	9	female	open	5	two+	10	11
1095	707	10	female	open	9	two+	11	7
1096	76	2	male	closed	1	one	1	17
1097	192	3	male	closed	3	one	6	15
1098	114	4	male	closed	2	one	11	11
1099	95	5	male	closed	1	one	5	18
1100	455	6	male	number	3	two+	11	13
1101	94	7	male	closed	1	one	5	15
1102	216	8	male	closed	6	one	3	13
1103	135	9	male	closed	2	one	5	17
1104	232	10	male	open	2	two+	6	14
1105	180	1	female	closed	2	one	5	17
1106	189	3	female	closed	2	one	8	14
1107	656	4	female	open	7	two+	14	2
1108	121	5	female	open	2	two+	2	15
1109	124	6	female	closed	2	two+	8	13
1110	124	8	female	closed	2	one	7	16
1111	222	9	female	closed	5	one	12	12
1112	242	10	female	closed	3	one	5	17
1113	198	3	female	closed	3	one	4	15
1114	92	4	female	closed	1	one	4	17
1115	324	5	female	open	6	two+	14	7
1116	101	6	female	closed	2	one	5	17
1117	57	7	female	closed	1	one	1	17
1118	124	8	female	closed	2	two+	4	18
1119	599	9	female	propname	7	one	13	7
1120	540	10	female	open	4	two+	7	8
1121	34	2	female	closed	1	one	1	17
1122	196	5	female	closed	3	one	7	13
1123	136	6	female	closed	2	one	4	17
1124	273	7	female	open	6	one	16	4
1125	118	8	female	closed	2	two+	3	15
1126	69	9	female	closed	1	one	4	17
1127	306	10	female	open	3	two+	12	7
1128	128	2	male	closed	3	one	7	15
1129	319	3	male	closed	2	one	1	16
1130	161	4	male	closed	2	one	6	16
1131	128	5	male	open	3	one	9	11
1132	114	7	male	closed	2	one	6	17
1133	145	8	male	closed	2	one	2	18
1134	210	9	male	open	5	two+	8	11
1135	321	10	male	open	3	two+	4	11
1136	59	1	female	closed	2	one	5	17
1137	148	2	female	open	4	two+	8	11
1138	87	3	female	closed	3	two+	2	17
1139	75	4	female	closed	1	one	5	18
1140	68	5	female	closed	1	one	3	14
1141	138	6	female	closed	3	one	10	17
1142	172	10	female	closed	1	one	7	15
1143	144	1	male	open	4	one	8	15
1144	142	2	male	closed	3	one	8	13
1145	157	3	male	closed	2	two+	3	18
1146	285	5	male	open	4	two+	14	8
1147	283	6	male	open	4	two+	8	7
1148	189	7	male	closed	3	one	7	15
1149	441	8	male	open	9	one	12	9
1150	821	9	male	open	12	two+	9	4
1151	337	10	male	open	5	one	4	5
1152	196	2	male	open	3	two+	7	11
1153	155	3	male	closed	3	two+	3	17
1154	130	4	male	closed	3	two+	9	13
1155	99	5	male	closed	2	two+	4	15
1156	55	6	male	closed	1	one	5	14
1157	209	7	male	open	3	two+	9	9
1158	162	9	male	closed	2	one	7	16
1159	137	10	male	closed	2	one	4	18
1160	171	1	female	open	3	two+	9	13
1161	131	2	female	closed	2	one	9	15
1162	70	3	female	closed	1	one	2	17
1163	213	4	female	open	8	two+	8	12
1164	169	5	female	closed	2	one	9	14
1165	152	6	female	closed	4	two+	12	12
1166	74	7	female	closed	2	one	1	17
1167	129	8	female	closed	3	two+	13	15
1168	212	10	female	closed	2	one	5	17
1169	227	1	female	open	3	two+	9	13
1170	175	2	female	closed	2	one	1	15
1171	333	3	female	closed	3	one	4	17
1172	157	5	female	open	3	one	8	12
1173	131	6	female	closed	2	one	1	18
1174	164	7	female	closed	3	one	8	17
1175	59	8	female	closed	1	one	2	17
1176	137	9	female	closed	3	one	10	13
1177	146	10	female	closed	1	one	2	18
1178	141	1	female	open	3	one	9	13
1179	208	3	female	closed	3	one	7	14
1180	183	4	female	number	3	one	8	15
1181	275	5	female	number	2	one	5	14
1182	209	6	female	number	3	one	4	14
1183	256	7	female	number	2	one	4	13
1184	230	9	female	closed	2	one	8	16
1185	279	10	female	open	2	one	6	16
1186	186	1	male	open	3	two+	9	13
1187	105	2	male	closed	2	one	6	16
1188	42	4	male	closed	1	one	3	17
1189	59	5	male	closed	1	one	5	17
1190	120	6	male	open	3	two+	11	8
1191	129	7	male	closed	2	two+	1	17
1192	374	8	male	open	7	one	12	8
1193	215	9	male	open	2	two+	5	16
1194	320	10	male	open	3	two+	9	13
1195	86	2	male	closed	1	one	3	17
1196	215	3	male	open	3	one	6	12
1197	250	4	male	open	3	one	8	7
1198	277	6	male	open	3	two+	15	7
1199	166	7	male	closed	3	one	6	15
1200	162	8	male	closed	3	one	2	17
1201	129	9	male	closed	2	one	4	18
1202	224	1	male	propname	3	one	14	8
1203	538	3	male	open	8	one	17	3
1204	148	4	male	closed	3	two+	3	13
1205	459	5	male	open	7	two+	12	6
1206	105	6	male	closed	3	two+	6	16
1207	119	7	male	closed	2	two+	5	16
1208	107	8	male	closed	1	one	2	17
1209	390	9	male	open	6	two+	9	11
1210	252	10	male	closed	3	one	5	13
1211	283	1	female	closed	2	one	8	14
1212	177	2	female	closed	3	one	13	14
1213	149	5	female	open	3	two+	4	13
1214	126	6	female	closed	2	one	0	17
1215	119	7	female	closed	3	one	5	14
1216	161	8	female	closed	1	one	6	15
1217	213	9	female	closed	3	two+	8	15
1218	260	10	female	closed	3	one	2	17
1219	355	1	female	closed	2	one	8	14
1220	151	3	female	closed	1	one	2	17
1221	155	4	female	closed	1	one	3	17
1222	371	5	female	number	3	one	11	12
1223	216	6	female	open	3	two+	12	11
1224	122	7	female	closed	2	two+	5	18
1225	426	8	female	open	5	two+	11	10
1226	246	10	female	closed	3	one	5	17
1227	158	1	male	closed	2	one	8	14
1228	251	2	male	open	3	two+	7	15
1229	80	3	male	closed	2	two+	4	18
1230	28	4	male	closed	1	one	6	14
1231	109	5	male	open	4	two+	8	14
1232	209	6	male	closed	3	one	5	14
1233	85	8	male	closed	2	one	7	12
1234	59	9	male	closed	2	one	0	16
1235	382	1	female	open	3	two+	11	12
1236	184	2	female	closed	3	two+	8	14
1237	302	4	female	closed	2	one	2	18
1238	214	5	female	open	4	two+	7	14
1239	189	6	female	closed	2	one	0	17
1240	325	7	female	closed	3	one	5	16
1241	481	8	female	open	6	two+	8	13
1242	375	10	female	open	4	two+	5	13
1243	255	1	female	open	4	two+	10	12
1244	206	6	female	open	3	two+	12	10
1245	241	7	female	open	3	one	3	13
1246	131	9	female	open	2	one	5	14
1247	286	10	female	propname	4	two+	14	5
1248	264	1	female	closed	2	one	7	15
1249	209	2	female	closed	3	one	6	16
1250	251	3	female	closed	3	one	8	15
1251	202	4	female	propname	3	one	14	10
1252	58	5	female	closed	2	one	7	16
1253	57	6	female	closed	1	one	5	14
1254	107	7	female	open	2	one	4	14
1255	206	8	female	closed	3	one	5	14
1256	49	9	female	closed	2	one	3	17
1257	718	10	female	propname	6	one	15	4
1258	127	1	male	closed	2	one	7	15
1259	127	2	male	closed	2	two+	3	15
1260	119	5	male	open	4	two+	7	14
1261	87	7	male	open	3	two+	4	15
1262	141	8	male	closed	3	two+	6	13
1263	171	9	male	closed	3	one	6	14
1264	202	10	male	open	2	two+	3	16
1265	145	1	male	closed	2	one	7	15
1266	114	2	male	closed	3	one	5	17
1267	40	3	male	closed	1	one	2	17
1268	163	4	male	open	4	one	6	13
1269	163	5	male	open	2	two+	5	13
1270	62	6	male	closed	2	one	4	18
1271	131	8	male	open	3	two+	10	9
1272	196	1	male	closed	2	one	7	15
1273	100	2	male	closed	2	two+	7	16
1274	152	4	male	closed	3	two+	6	14
1275	171	5	male	closed	2	one	11	15
1276	124	6	male	closed	3	two+	6	14
1277	310	7	male	open	2	two+	6	14
1278	182	8	male	closed	3	one	5	16
1279	296	10	male	closed	4	one	9	13
1280	161	1	female	closed	2	two+	7	15
1281	133	2	female	closed	2	one	5	18
1282	60	3	female	closed	1	one	6	14
1283	104	4	female	closed	2	one	2	15
1284	138	5	female	closed	2	two+	6	16
1285	123	6	female	closed	2	two+	5	17
1286	402	7	female	open	3	two+	12	10
1287	255	1	male	closed	2	one	7	15
1288	94	2	male	closed	2	two+	5	18
1289	72	3	male	closed	1	one	4	15
1290	164	4	male	open	4	two+	7	12
1291	145	5	male	open	3	two+	3	15
1292	131	6	male	closed	2	two+	3	18
1293	199	7	male	closed	3	one	6	12
1294	107	9	male	closed	2	one	6	18
1295	374	10	male	closed	3	one	5	16
1296	105	1	male	closed	2	one	7	15
1297	37	2	male	closed	1	one	3	18
1298	57	3	male	closed	1	one	5	14
1299	122	4	male	open	3	two+	4	15
1300	82	5	male	closed	2	one	7	14
1301	347	6	male	open	4	two+	9	12
1302	101	8	male	closed	3	one	6	15
1303	112	9	male	closed	2	one	5	18
1304	233	10	male	open	4	one	10	10
1305	312	1	male	closed	2	two+	7	15
1306	337	3	male	closed	4	one	8	12
1307	207	4	male	closed	3	one	10	13
1308	43	5	male	closed	2	one	5	16
1309	36	6	male	closed	1	one	2	17
1310	167	7	male	closed	3	one	8	14
1311	62	8	male	closed	2	one	2	17
1312	164	9	male	closed	2	one	6	14
1313	238	1	female	closed	2	one	7	15
1314	43	2	female	closed	2	two+	4	17
1315	32	5	female	closed	1	one	4	18
1316	40	6	female	closed	1	one	4	14
1317	215	8	female	open	5	two+	10	9
1318	62	10	female	closed	2	one	4	17
1319	93	2	female	closed	2	two+	4	17
1320	51	3	female	closed	1	one	1	17
1321	190	4	female	open	2	two+	8	12
1322	203	5	female	open	4	two+	7	10
1323	142	6	female	closed	2	two+	5	17
1324	468	7	female	propname	7	one	9	9
1325	257	8	female	closed	3	one	9	13
